entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
gene-fallback-0210,gene,ABC309,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0211,gene,SLC310,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0212,gene,KRT311,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0213,gene,KRT312,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0214,gene,KRT313,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0215,gene,ABC314,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0216,gene,FOXO315,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0217,gene,COL316,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0218,gene,KRT317,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0219,gene,ABC318,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0220,gene,ABC319,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0221,gene,NFKB320,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0222,gene,SLC321,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0223,gene,SLC322,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0224,gene,FOXO323,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0225,gene,KRT324,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0226,gene,SLC325,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0227,gene,ABC326,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0228,gene,NFKB327,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0229,gene,HSP328,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0230,gene,FOXO329,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0231,gene,SLC330,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0232,gene,FOXO331,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0233,gene,KRT332,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0234,gene,ABC333,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0235,gene,KRT334,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0236,gene,HSP335,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0237,gene,KRT336,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0238,gene,FOXO337,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0239,gene,KRT338,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0240,gene,ABC339,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0241,gene,COL340,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0242,gene,ABC341,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0243,gene,KRT342,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0244,gene,FOXO343,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0245,gene,NFKB344,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0246,gene,ABC345,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0247,gene,MAPK346,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0248,gene,ABC347,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0249,gene,MAPK348,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0250,gene,MAPK349,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0251,gene,ABC350,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0252,gene,COL351,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0253,gene,HSP352,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0254,gene,HSP353,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0255,gene,FOXO354,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0256,gene,SLC355,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0257,gene,KRT356,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0258,gene,ABC357,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0259,gene,NFKB358,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0260,gene,MAPK359,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0261,gene,ABC360,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0262,gene,NFKB361,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0263,gene,KRT362,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0264,gene,FOXO363,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0265,gene,NFKB364,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0266,gene,NFKB365,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0267,gene,MAPK366,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0268,gene,HSP367,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0269,gene,FOXO368,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0270,gene,FOXO369,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0271,gene,MAPK370,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0272,gene,SLC371,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0273,gene,SLC372,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0274,gene,COL373,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0275,gene,MAPK374,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0276,gene,HSP375,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0277,gene,ABC376,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0278,gene,FOXO377,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0279,gene,MAPK378,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0280,gene,FOXO379,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0281,gene,MAPK380,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0282,gene,MAPK381,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0283,gene,HSP382,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0284,gene,KRT383,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0285,gene,MAPK384,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0286,gene,FOXO385,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0287,gene,HSP386,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0288,gene,HSP387,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0289,gene,COL388,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0290,gene,SLC389,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0291,gene,NFKB390,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0292,gene,MAPK391,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0293,gene,NFKB392,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0294,gene,KRT393,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0295,gene,HSP394,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0296,gene,NFKB395,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0297,gene,COL396,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0298,gene,KRT397,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0299,gene,SLC398,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0300,gene,ABC399,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0301,gene,COL400,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0302,gene,HSP401,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0303,gene,HSP402,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0304,gene,KRT403,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0305,gene,SLC404,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0306,gene,NFKB405,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0307,gene,KRT406,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0308,gene,COL407,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0309,gene,KRT408,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0310,gene,NFKB409,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0311,gene,COL410,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0312,gene,KRT411,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0313,gene,COL412,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0314,gene,ABC413,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0315,gene,MAPK414,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0316,gene,MAPK415,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0317,gene,ABC416,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0318,gene,KRT417,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0319,gene,ABC418,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0320,gene,HSP419,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0321,gene,ABC420,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0322,gene,MAPK421,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0323,gene,HSP422,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0324,gene,FOXO423,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0325,gene,SLC424,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0326,gene,FOXO425,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0327,gene,NFKB426,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0328,gene,FOXO427,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0329,gene,HSP428,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0330,gene,FOXO429,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0331,gene,COL430,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0332,gene,COL431,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0333,gene,KRT432,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0334,gene,FOXO433,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0335,gene,HSP434,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0336,gene,SLC435,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0337,gene,ABC436,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0338,gene,SLC437,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0339,gene,HSP438,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0340,gene,NFKB439,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0341,gene,ABC440,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0342,gene,HSP441,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0343,gene,COL442,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0344,gene,KRT443,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0345,gene,MAPK444,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0346,gene,FOXO445,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0347,gene,ABC446,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0348,gene,HSP447,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0349,gene,HSP448,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0350,gene,MAPK449,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0351,gene,FOXO450,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0352,gene,ABC451,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0353,gene,ABC452,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0354,gene,COL453,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0355,gene,FOXO454,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0356,gene,ABC455,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0357,gene,FOXO456,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0358,gene,COL457,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0359,gene,MAPK458,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0360,gene,MAPK459,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0361,gene,COL460,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0362,gene,ABC461,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0363,gene,ABC462,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0364,gene,COL463,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0365,gene,COL464,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0366,gene,COL465,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0367,gene,KRT466,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0368,gene,ABC467,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0369,gene,FOXO468,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0370,gene,COL469,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0371,gene,KRT470,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0372,gene,HSP471,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0373,gene,NFKB472,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0374,gene,COL473,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0375,gene,NFKB474,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0376,gene,ABC475,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0377,gene,ABC476,Synthetic fallback gene record; membrane transport associated gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0378,gene,MAPK477,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0379,gene,NFKB478,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0380,gene,COL479,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0381,gene,NFKB480,Synthetic fallback gene record; membrane transport associated gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0382,gene,ABC481,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0383,gene,MAPK482,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0384,gene,MAPK483,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0385,gene,ABC484,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0386,gene,ABC485,Synthetic fallback gene record; signaling pathway component. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0387,gene,KRT486,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0388,gene,MAPK487,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0389,gene,SLC488,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0390,gene,NFKB489,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0391,gene,COL490,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0392,gene,FOXO491,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0393,gene,NFKB492,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0394,gene,COL493,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0395,gene,HSP494,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0396,gene,FOXO495,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0397,gene,MAPK496,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0398,gene,KRT497,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0399,gene,HSP498,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0400,gene,FOXO499,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0401,gene,MAPK500,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0402,gene,MAPK501,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0403,gene,MAPK502,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0404,gene,SLC503,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0405,gene,ABC504,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0406,gene,COL505,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0407,gene,SLC506,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0408,gene,KRT507,Synthetic fallback gene record; membrane transport associated gene. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0409,gene,NFKB508,Synthetic fallback gene record; stress response regulator. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0410,gene,FOXO509,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0411,gene,COL510,Synthetic fallback gene record; signaling pathway component. Organism: Arabidopsis thaliana.,,,,,,GenBank fallback
gene-fallback-0412,gene,FOXO511,Synthetic fallback gene record; stress response regulator. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0413,gene,FOXO512,Synthetic fallback gene record; signaling pathway component. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0414,gene,HSP513,Synthetic fallback gene record; signaling pathway component. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0415,gene,KRT514,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Mus musculus.,,,,,,GenBank fallback
gene-fallback-0416,gene,HSP515,Synthetic fallback gene record; stress response regulator. Organism: Escherichia coli.,,,,,,GenBank fallback
gene-fallback-0417,gene,KRT516,Synthetic fallback gene record; stress response regulator. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0418,gene,MAPK517,Synthetic fallback gene record; transcription linked protein coding gene. Organism: Homo sapiens.,,,,,,GenBank fallback
gene-fallback-0419,gene,FOXO518,Synthetic fallback gene record; membrane transport associated gene. Organism: Escherichia coli.,,,,,,GenBank fallback
